Sentence,Label
SELECT * FROM advice FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM cause,0
SELECT TOP 50 PERCENT * FROM government SELECT * FROM door FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM answer,0
SELECT * FROM leader FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM vast,0
SELECT TOP 3 * FROM hospital WHERE popular='college' SELECT * FROM blue,0
SELECT * FROM managed WHERE heavy='solution' LIMIT 3,0
SELECT * FROM pipe WHERE bear='pretty' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG(highest)FROM length,0
SELECT * FROM coach WHERE fought NOT LIKE '[form]%',0
SELECT AVG(fell)FROM grow SELECT SUM(halfway),0
SELECT AVG(fifty)FROM lonely SELECT SUM(it),0
SELECT AVG(told) FROM wire  SELECT SUM(because),0
SELECT COUNT(park)FROM generally,0
SELECT COUNT(bean)FROM coast,0
SELECT AVG(wide)FROM produce,0
SELECT * FROM energy WHERE block NOT LIKE 'activity%',0
SELECT * FROM rhythm WHERE vowel LIKE '%castle%',0
SELECT * FROM behavior  WHERE chose NOT LIKE '[standard]%',0
"  SELECT * FROM growth WHERE better IN ('discover', 'even', 'private') ",0
"  SELECT * FROM hardly WHERE house NOT IN ('crack', 'done', 'soon') ",0
SELECT * FROM open WHERE early IN (SELECT record FROM add),0
SELECT * FROM according WHERE go  BETWEEN 10 AND 20,0
SELECT * FROM command WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM other WHERE told BETWEEN 'disease' AND 'particularly',0
"SELECT * FROM section WHERE either BETWEEN ""she"" AND    ""quickly""",0
SELECT * FROM sister WHERE total NOT BETWEEN 'fill' AND 'badly',0
SELECT * FROM trip WHERE setting BETWEEN come09/01/1996powder AND young15/31/1996joy,0
SELECT * FROM crowd WHERE story BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT AVG(bottom)FROM equator SELECT SUM(surrounded),0
SELECT COUNT(nation) FROM enemy,0
SELECT COUNT(brushID)FROM couple,0
SELECT AVG(Price)FROM suit,0
SELECT * FROM street WHERE reach BETWEEN '1996-07-01' AND '1996-07-31',0
"  SELECT centID AS ID, sit AS attack FROM shine",0
"  SELECT weID AS ID, rain AS roll FROM any",0
"  SELECT base AS whether, ago AS [slope]  FROM milk",0
"   SELECT wing, goes+ ', ' + throat+ ' ' + week+ ', ' + river AS dried  FROM arrow",0
SELECT beginning(s)FROM shelf INNER JOIN,0
"   SELECT cry,slabs,substance,per,stiff   ((introduced JOIN forty ON led.house= progress.melted)  INNER JOIN cellON Orders.stomach= clear.dullID)",0
SELECT till(s) FROM pick LEFT JOIN,0
"  SELECT little,high,operation FROM central LEFT JOIN Orders ON necessary.thenID= fox.done ORDER BY reach.flies",0
SELECT smoke(s FROM cowboy RIGHT JOIN,0
"  SELECT Orders.ironrID, Employees.plant, Employees.health FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.shortID ORDER BY Orders.inchID",0
SELECT root(s) FROM especially FULL OUTER JOIN,0
" SELECT column_name(s) FROM read,another",0
SELECT seed(s) FROM grain UNION,0
SELECT red(s) FROM hello SELECT dream(s),0
SELECT program(s) FROM pot UNION ALL,0
SELECT treated(s) FROM express SELECT us FROM now,0
SELECT crew FROM plural UNION SELECT tomorrow FROM hot ORDER BY gulf,0
SELECT bar FROM tightly UNION ALL SELECT quiet FROM travel ORDER BY problem,0
"  SELECT shop,breathe FROM gentle WHERE toy='surrounded' UNION SELECT care, serve FROM teeth",0
"   SELECT COUNT(definition), arrange FROM sink BY cup",0
"   SELECT Employees.except, COUNT(Orders.betID) AS sugarFROM   (OrdersINNER JOIN among ON Orders.fourID = Employees.equipmentID)",0
SELECT * FROM taken FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT yourself,0
SELECT * FROM leave,0
SELECT gather FROM accident,0
SELECT DISTINCT wild FROM farmer,0
SELECT COUNT(DISTINCT such) FROM heard,0
SELECT Count(*) AS size,0
FROM (SELECT DISTINCT rate FROM pure),0
SELECT * FROM tried,0
SELECT * FROM luck WHERE wrapped='master',0
SELECT * FROM division WHERE fight='else',0
SELECT * FROM prize  WHERE death=tone,0
SELECT * FROM diameter WHERE country='faster'  AND City='pain',0
SELECT * FROM funny WHERE bank='tie'  OR finally='split',0
SELECT * FROM fully WHERE column='official'  OR doubt='recent',0
SELECT * FROM fuel WHERE    NOT broke='rabbit',0
SELECT * FROM although WHERE club='surrounded'  AND (floor='cream' OR attempt='border'),0
SELECT * FROM managed WHERE NOT college='blow'  AND NOT hair='learn',0
SELECT * FROM roof ORDER BY jar,0
SELECT * FROM subject ORDER BY dawn DESC,0
" SELECT * FROM wall ORDER BY sheep, duty",0
" SELECT * FROM factory ORDER BY thread ASC, drive DESC",0
"INSERT INTO environment(pictured, collect, community, rule, usual, cup) VALUES ('when', 'adjective'. operation', 'reason', 'excellent', 'stage', 'ice') ",0
"INSERT INTO driver (simply, me, final) VALUES ('own', 'dear', 'including') ",0
"   SELECT mouth, degree, without FROM missing WHERE active
  IS NULL
",0
"   SELECT stood, due, playFROM consonant WHERE wing
  IS NOT NULL
",0
"  UPDATE military SET ride= 'between', City= 'add'
 WHERE moment= his
",0
" UPDATE feathers SET beautiful='table'
WHERE mission='tried'
",0
SELECT * FROM list,0
DELETE FROM instant WHERE recent='list',0
DELETE FROM rod,0
SELECT log(s) FROM body,0
SELECT * FROM (SELECT aside FROM point),0
SELECT TOP 3 * FROM pull,0
SELECT * FROM flew 3,0
SELECT * FROM happened FETCH FIRST 3 ROWS ONLY,0
SELECT TOP 50 PERCENT * FROM heart,0
SELECT * FROM led FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT TOP 3 * FROM finger WHERE someone='paid',0
SELECT * FROM anybody WHERE spider='suit' LIMIT 3,0
SELECT * FROM calm WHERE captain='card' FETCH FIRST 3 ROWS ONLY,0
SELECT MIN(shallow) AS helpful FROM cross,0
SELECT MIN(mysterious) AS lake FROM wool,0
SELECT * FROM (SELECT swing FROM shore),0
SELECT TOP 3 * FROM spite SELECT * FROM wherever 3SELECT * FROM said,0
SELECT * FROM immediately 3 SELECT * FROM struggle,0
SELECT * FROM speech FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM perhaps,0
SELECT TOP 50 PERCENT * FROM advice SELECT * FROM daughter FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM bag,0
SELECT * FROM slipped FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM fell,0
SELECT TOP 3 * FROM bottom WHERE canal='process' SELECT * FROM ancient,0
SELECT * FROM whistle WHERE business='secret' LIMIT 3,0
SELECT * FROM bicycle WHERE men='promised' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG(importance)FROM pipe,0
SELECT * FROM advice WHERE provide NOT LIKE '[travel]%',0
SELECT AVG(chart)FROM voyage SELECT SUM(breakfast),0
SELECT AVG(spirit)FROM human SELECT SUM(globe),0
SELECT AVG(owner) FROM label  SELECT SUM(gold),0
SELECT COUNT(related)FROM every,0
SELECT COUNT(forest)FROM unit,0
SELECT AVG(should)FROM twelve,0
SELECT * FROM president WHERE mixture NOT LIKE 'gently%',0
SELECT * FROM boy WHERE what LIKE '%storm%',0
SELECT * FROM plan  WHERE danger NOT LIKE '[road]%',0
"  SELECT * FROM look WHERE screen IN ('college', 'partly', 'then') ",0
"  SELECT * FROM have WHERE regular NOT IN ('each', 'wash', 'upward') ",0
SELECT * FROM magic WHERE cake IN (SELECT alone FROM swing),0
SELECT * FROM while WHERE instrument  BETWEEN 10 AND 20,0
SELECT * FROM diameter WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM care WHERE already BETWEEN 'stood' AND 'green',0
"SELECT * FROM happened WHERE baseball BETWEEN ""realize"" AND    ""guess""",0
SELECT * FROM direction WHERE hay NOT BETWEEN 'strike' AND 'time',0
SELECT * FROM feature WHERE eye BETWEEN atmosphere09/01/1996plastic AND potatoes15/31/1996youth,0
SELECT * FROM inside WHERE child BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT AVG(any)FROM park SELECT SUM(labor),0
SELECT COUNT(cake) FROM law,0
SELECT COUNT(partsID)FROM lying,0
SELECT AVG(Price)FROM knew,0
SELECT * FROM report WHERE color BETWEEN '1996-07-01' AND '1996-07-31',0
"  SELECT afraidID AS ID, bend AS everywhere FROM courage",0
"  SELECT giveID AS ID, foot AS noon FROM worse",0
"  SELECT consonant AS those, where AS [breath]  FROM serious",0
"   SELECT lonely, planet+ ', ' + southern+ ' ' + combine+ ', ' + whether AS everything  FROM lift",0
SELECT image(s)FROM crack INNER JOIN,0
"   SELECT central,social,porch,applied,cold   ((friendly JOIN pocket ON glass.grandfather= melted.valuable)  INNER JOIN climbON Orders.tie= wait.changingID)",0
SELECT idea(s) FROM range LEFT JOIN,0
"  SELECT moment,gold,evidence FROM grabbed LEFT JOIN Orders ON wrapped.tentID= could.beautiful ORDER BY useful.standard",0
SELECT chain(s FROM service RIGHT JOIN,0
"  SELECT Orders.familiarrID, Employees.our, Employees.positive FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.coatID ORDER BY Orders.answerID",0
SELECT greatly(s) FROM off FULL OUTER JOIN,0
" SELECT column_name(s) FROM attention,fun",0
SELECT positive(s) FROM shake UNION,0
SELECT smaller(s) FROM owner SELECT either(s),0
SELECT people(s) FROM dear UNION ALL,0
SELECT order(s) FROM instance SELECT keep FROM pocket,0
SELECT result FROM gradually UNION SELECT recently FROM church ORDER BY animal,0
SELECT stiff FROM tone UNION ALL SELECT gave FROM garage ORDER BY edge,0
"  SELECT whistle,nearer FROM within WHERE gate='easy' UNION SELECT wise, want FROM farmer",0
"   SELECT COUNT(blood), found FROM person BY stomach",0
"   SELECT Employees.cast, COUNT(Orders.columnID) AS closeFROM   (OrdersINNER JOIN sunlight ON Orders.outlineID = Employees.mirrorID)",0
SELECT * FROM attached FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT pass,0
SELECT * FROM silver,0
SELECT appearance FROM value,0
SELECT DISTINCT bright FROM explanation,0
SELECT COUNT(DISTINCT use) FROM applied,0
SELECT Count(*) AS military,0
FROM (SELECT DISTINCT due FROM stopped),0
SELECT * FROM prize,0
SELECT * FROM began WHERE before='breakfast',0
SELECT * FROM necessary WHERE mad='instant',0
SELECT * FROM drive  WHERE lot=compass,0
SELECT * FROM sheet WHERE dog='whenever'  AND City='sail',0
SELECT * FROM fighting WHERE shells='skill'  OR exist='list',0
SELECT * FROM lot WHERE arrive='dust'  OR cage='stock',0
SELECT * FROM possible WHERE    NOT dig='remarkable',0
SELECT * FROM cut WHERE handle='design'  AND (shout='naturally' OR generally='carry'),0
SELECT * FROM tune WHERE NOT somebody='individual'  AND NOT earlier='roll',0
SELECT * FROM capital ORDER BY these,0
SELECT * FROM white ORDER BY guess DESC,0
" SELECT * FROM law ORDER BY wise, shells",0
" SELECT * FROM atmosphere ORDER BY explore ASC, purpose DESC",0
"INSERT INTO spread(carry, needed, fight, time, percent, weather) VALUES ('captured', 'underline'. hunter', 'globe', 'previous', 'arrangement', 'equipment') ",0
"INSERT INTO equally (brain, stove, citizen) VALUES ('seven', 'sister', 'its') ",0
"   SELECT college, expression, plates FROM your WHERE pressure
  IS NULL
",0
"   SELECT dear, water, touchFROM inside WHERE wonderful
  IS NOT NULL
",0
"  UPDATE seen SET anywhere= 'public', City= 'eventually'
 WHERE follow= pet
",0
" UPDATE finest SET diameter='hard'
WHERE catch='widely'
",0
SELECT * FROM taught,0
DELETE FROM treated WHERE become='judge',0
DELETE FROM peace,0
SELECT means(s) FROM game,0
SELECT * FROM (SELECT entire FROM brave),0
SELECT TOP 3 * FROM earn,0
SELECT * FROM master 3,0
SELECT * FROM wait FETCH FIRST 3 ROWS ONLY,0
SELECT TOP 50 PERCENT * FROM rough,0
SELECT * FROM boat FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT TOP 3 * FROM shirt WHERE seldom='shorter',0
SELECT * FROM plenty WHERE diameter='hearing' LIMIT 3,0
SELECT * FROM balance WHERE pictured='save' FETCH FIRST 3 ROWS ONLY,0
SELECT MIN(victory) AS determine FROM accident,0
SELECT MIN(apartment) AS escape FROM maybe,0
SELECT * FROM (SELECT nation FROM pencil),0
SELECT TOP 3 * FROM captain SELECT * FROM rubber 3SELECT * FROM conversation,0
SELECT * FROM compound 3 SELECT * FROM automobile,0
SELECT * FROM personal FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM earn,0
SELECT TOP 50 PERCENT * FROM pound SELECT * FROM activity FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM crowd,0
SELECT * FROM sun FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM tonight,0
SELECT TOP 3 * FROM forth WHERE west='well' SELECT * FROM breakfast,0
SELECT * FROM balance WHERE horse='immediately' LIMIT 3,0
SELECT * FROM light WHERE fewer='save' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG(making)FROM adventure,0
SELECT * FROM written WHERE research NOT LIKE '[same]%',0
SELECT AVG(threw)FROM bank SELECT SUM(hit),0
SELECT AVG(yellow)FROM saved SELECT SUM(jack),0
SELECT AVG(have) FROM behind  SELECT SUM(completely),0
SELECT COUNT(degree)FROM nose,0
SELECT COUNT(position)FROM special,0
SELECT AVG(aloud)FROM fellow,0
SELECT * FROM spell WHERE walk NOT LIKE 'pocket%',0
SELECT * FROM asleep WHERE tin LIKE '%beginning%',0
SELECT * FROM fix  WHERE supper NOT LIKE '[cross]%',0
"  SELECT * FROM ordinary WHERE bound IN ('extra', 'grandmother', 'specific') ",0
"  SELECT * FROM manner WHERE do NOT IN ('basis', 'method', 'again') ",0
SELECT * FROM did WHERE useful IN (SELECT musical FROM outline),0
SELECT * FROM pony WHERE mysterious  BETWEEN 10 AND 20,0
SELECT * FROM rest WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM struggle WHERE laid BETWEEN 'serve' AND 'taught',0
"SELECT * FROM sum WHERE plan BETWEEN ""dead"" AND    ""mysterious""",0
SELECT * FROM explanation WHERE speech NOT BETWEEN 'wooden' AND 'bare',0
SELECT * FROM directly WHERE handsome BETWEEN species09/01/1996mountain AND bowl15/31/1996horn,0
SELECT * FROM typical WHERE hundred BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT AVG(brother)FROM community SELECT SUM(identity),0
SELECT COUNT(catch) FROM spend,0
SELECT COUNT(parallelID)FROM truck,0
SELECT AVG(Price)FROM basic,0
SELECT * FROM stared WHERE ancient BETWEEN '1996-07-01' AND '1996-07-31',0
"  SELECT everID AS ID, younger AS forgotten FROM blank",0
"  SELECT especiallyID AS ID, forth AS modern FROM remain",0
"  SELECT nice AS plates, coffee AS [religious]  FROM audience",0
"   SELECT bottle, bright+ ', ' + harder+ ' ' + cannot+ ', ' + sure AS sort  FROM drove",0
SELECT sang(s)FROM came INNER JOIN,0
"   SELECT use,easy,energy,hill,check   ((design JOIN view ON full.greatly= cannot.distant)  INNER JOIN directON Orders.available= low.breezeID)",0
SELECT appropriate(s) FROM mother LEFT JOIN,0
"  SELECT hard,ate,glad FROM control LEFT JOIN Orders ON diagram.facingID= promised.pony ORDER BY field.go",0
SELECT sad(s FROM largest RIGHT JOIN,0
"  SELECT Orders.specificrID, Employees.support, Employees.think FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.goID ORDER BY Orders.exactID",0
SELECT fourth(s) FROM recently FULL OUTER JOIN,0
" SELECT column_name(s) FROM lunch,favorite",0
SELECT red(s) FROM manner UNION,0
SELECT symbol(s) FROM unit SELECT daughter(s),0
SELECT disappear(s) FROM directly UNION ALL,0
SELECT military(s) FROM flew SELECT opinion FROM whispered,0
SELECT company FROM kill UNION SELECT you FROM grabbed ORDER BY stick,0
SELECT vessels FROM weigh UNION ALL SELECT shade FROM remember ORDER BY through,0
"  SELECT because,ahead FROM now WHERE behavior='society' UNION SELECT making, collect FROM copper",0
"   SELECT COUNT(job), house FROM by BY calm",0
"   SELECT Employees.shelf, COUNT(Orders.closeID) AS worriedFROM   (OrdersINNER JOIN depth ON Orders.periodID = Employees.hungryID)",0
SELECT * FROM tree FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT tightly,0
SELECT * FROM tales,0
SELECT earlier FROM me,0
SELECT DISTINCT driven FROM capital,0
SELECT COUNT(DISTINCT highest) FROM his,0
SELECT Count(*) AS time,0
FROM (SELECT DISTINCT task FROM post),0
SELECT * FROM fur,0
SELECT * FROM suit WHERE serve='active',0
SELECT * FROM disease WHERE visit='rate',0
SELECT * FROM south  WHERE settlers=line,0
SELECT * FROM someone WHERE sang='however'  AND City='safe',0
SELECT * FROM wall WHERE factor='due'  OR sunlight='belt',0
SELECT * FROM plain WHERE duty='some'  OR second='meet',0
SELECT * FROM mice WHERE    NOT height='national',0
SELECT * FROM planned WHERE egg='island'  AND (teeth='silent' OR storm='breeze'),0
SELECT * FROM roof WHERE NOT vowel='improve'  AND NOT eager='badly',0
SELECT * FROM obtain ORDER BY trouble,0
SELECT * FROM willing ORDER BY fellow DESC,0
" SELECT * FROM alphabet ORDER BY consider, he",0
" SELECT * FROM improve ORDER BY mother ASC, world DESC",0
"INSERT INTO lonely(tired, orbit, properly, off, her, crack) VALUES ('hang', 'bite'. facing', 'birds', 'series', 'automobile', 'after') ",0
"INSERT INTO melted (deep, here, with) VALUES ('stranger', 'dozen', 'drawn') ",0
"   SELECT watch, ready, last FROM control WHERE piece
  IS NULL
",0
"   SELECT be, jet, captainFROM monkey WHERE plural
  IS NOT NULL
",0
"  UPDATE location SET build= 'managed', City= 'combine'
 WHERE garage= adult
",0
" UPDATE anyway SET will='consist'
WHERE widely='continent'
",0
SELECT * FROM cry,0
DELETE FROM court WHERE bet='receive',0
DELETE FROM fear,0
SELECT manner(s) FROM adjective,0
SELECT * FROM (SELECT aside FROM adult),0
SELECT TOP 3 * FROM atmosphere,0
SELECT * FROM equipment 3,0
SELECT * FROM fifty FETCH FIRST 3 ROWS ONLY,0
SELECT TOP 50 PERCENT * FROM book,0
SELECT * FROM arrange FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT TOP 3 * FROM alike WHERE paid='roll',0
SELECT * FROM region WHERE leave='force' LIMIT 3,0
SELECT * FROM stranger WHERE state='anything' FETCH FIRST 3 ROWS ONLY,0
SELECT MIN(easier) AS know FROM kind,0
SELECT MIN(throughout) AS ought FROM spirit,0
SELECT * FROM (SELECT attempt FROM lungs),0
SELECT TOP 3 * FROM high SELECT * FROM vertical 3SELECT * FROM purpose,0
SELECT * FROM exist 3 SELECT * FROM split,0
SELECT * FROM thus FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM apple,0
SELECT TOP 50 PERCENT * FROM discover SELECT * FROM thin FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM feet,0
SELECT * FROM slipped FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM property,0
SELECT TOP 3 * FROM gather WHERE share='pocket' SELECT * FROM figure,0
SELECT * FROM wooden WHERE fur='stems' LIMIT 3,0
SELECT * FROM sick WHERE back='noun' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG(about)FROM smoke,0
SELECT * FROM wheel WHERE stay NOT LIKE '[finest]%',0
SELECT AVG(rush)FROM former SELECT SUM(own),0
SELECT AVG(seldom)FROM bat SELECT SUM(explore),0
SELECT AVG(article) FROM am  SELECT SUM(disappear),0
SELECT COUNT(figure)FROM nice,0
SELECT COUNT(with)FROM ordinary,0
SELECT AVG(halfway)FROM yellow,0
SELECT * FROM action WHERE ants NOT LIKE 'does%',0
SELECT * FROM rice WHERE black LIKE '%lesson%',0
SELECT * FROM anybody  WHERE best NOT LIKE '[porch]%',0
"  SELECT * FROM son WHERE spring IN ('stand', 'this', 'hidden') ",0
"  SELECT * FROM former WHERE cell NOT IN ('organized', 'silence', 'grandmother') ",0
SELECT * FROM fed WHERE baby IN (SELECT bit FROM choice),0
SELECT * FROM earn WHERE primitive  BETWEEN 10 AND 20,0
SELECT * FROM wide WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM broke WHERE adult BETWEEN 'money' AND 'exclaimed',0
"SELECT * FROM cow WHERE seed BETWEEN ""concerned"" AND    ""drink""",0
SELECT * FROM bee WHERE possibly NOT BETWEEN 'meat' AND 'tears',0
SELECT * FROM am WHERE bean BETWEEN over09/01/1996industrial AND plan15/31/1996power,0
SELECT * FROM proud WHERE poem BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT AVG(find)FROM without SELECT SUM(breathing),0
SELECT COUNT(gun) FROM swam,0
SELECT COUNT(slipID)FROM farther,0
SELECT AVG(Price)FROM second,0
SELECT * FROM play WHERE hole BETWEEN '1996-07-01' AND '1996-07-31',0
"  SELECT fairlyID AS ID, quite AS belt FROM known",0
"  SELECT fatID AS ID, globe AS bottom FROM rapidly",0
"  SELECT almost AS visit, busy AS [tax]  FROM refer",0
"   SELECT purple, newspaper+ ', ' + volume+ ' ' + underline+ ', ' + highest AS steam  FROM manner",0
SELECT number(s)FROM worker INNER JOIN,0
"   SELECT equally,such,accept,store,ride   ((strange JOIN tales ON require.world= load.primitive)  INNER JOIN eachON Orders.command= mile.possiblyID)",0
SELECT studying(s) FROM teeth LEFT JOIN,0
"  SELECT silk,settlers,men FROM pitch LEFT JOIN Orders ON find.gainID= easy.active ORDER BY clearly.effort",0
SELECT writing(s FROM eight RIGHT JOIN,0
"  SELECT Orders.additionalrID, Employees.immediately, Employees.brought FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.ageID ORDER BY Orders.flatID",0
SELECT simply(s) FROM captured FULL OUTER JOIN,0
" SELECT column_name(s) FROM charge,certainly",0
SELECT stopped(s) FROM ten UNION,0
SELECT describe(s) FROM wealth SELECT divide(s),0
SELECT slave(s) FROM worry UNION ALL,0
SELECT train(s) FROM wool SELECT does FROM house,0
SELECT cap FROM breeze UNION SELECT together FROM acres ORDER BY sheep,0
SELECT well FROM he UNION ALL SELECT composed FROM luck ORDER BY lake,0
"  SELECT donkey,said FROM coal WHERE suggest='opportunity' UNION SELECT ice, gift FROM development",0
"   SELECT COUNT(instrument), helpful FROM chief BY direction",0
"   SELECT Employees.mood, COUNT(Orders.bornID) AS atomicFROM   (OrdersINNER JOIN tired ON Orders.verbID = Employees.dangerousID)",0
SELECT * FROM accept FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT mighty,0
SELECT * FROM grabbed,0
SELECT closely FROM exchange,0
SELECT DISTINCT bowl FROM sail,0
SELECT COUNT(DISTINCT fine) FROM express,0
SELECT Count(*) AS stopped,0
FROM (SELECT DISTINCT settlers FROM swimming),0
SELECT * FROM forth,0
SELECT * FROM coat WHERE hearing='plan',0
SELECT * FROM main WHERE beautiful='had',0
SELECT * FROM add  WHERE failed=imagine,0
SELECT * FROM camera WHERE orange='root'  AND City='threw',0
SELECT * FROM grown WHERE its='which'  OR peace='function',0
SELECT * FROM basket WHERE review='charge'  OR live='beat',0
SELECT * FROM fifty WHERE    NOT each='key',0
SELECT * FROM human WHERE excited='use'  AND (raw='neighbor' OR drop='made'),0
SELECT * FROM grow WHERE NOT led='carefully'  AND NOT noon='field',0
SELECT * FROM surface ORDER BY mean,0
SELECT * FROM from ORDER BY believed DESC,0
" SELECT * FROM herd ORDER BY speed, every",0
" SELECT * FROM pitch ORDER BY what ASC, hour DESC",0
"INSERT INTO bright(forest, explain, knew, feed, trade, rice) VALUES ('carried', 'strange'. musical', 'first', 'group', 'still', 'pair') ",0
"INSERT INTO pan (rhyme, belong, donkey) VALUES ('pitch', 'toy', 'height') ",0
"   SELECT roof, last, definition FROM famous WHERE start
  IS NULL
",0
"   SELECT topic, until, wallFROM cry WHERE tomorrow
  IS NOT NULL
",0
"  UPDATE captain SET hat= 'fear', City= 'play'
 WHERE review= rush
",0
" UPDATE sunlight SET flies='company'
WHERE put='north'
",0
SELECT * FROM face,0
DELETE FROM volume WHERE gone='addition',0
DELETE FROM although,0
SELECT grade(s) FROM jack,0
SELECT * FROM (SELECT history FROM look),0
SELECT TOP 3 * FROM failed,0
SELECT * FROM box 3,0
SELECT * FROM police FETCH FIRST 3 ROWS ONLY,0
SELECT TOP 50 PERCENT * FROM class,0
SELECT * FROM made FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT TOP 3 * FROM handsome WHERE sight='farmer',0
SELECT * FROM ride WHERE concerned='born' LIMIT 3,0
SELECT * FROM trap WHERE certain='begun' FETCH FIRST 3 ROWS ONLY,0
SELECT MIN(party) AS noon FROM union,0
SELECT MIN(taught) AS known FROM stop,0
SELECT * FROM (SELECT who FROM bat),0
SELECT TOP 3 * FROM enjoy SELECT * FROM me 3SELECT * FROM watch,0
SELECT * FROM your 3 SELECT * FROM labor,0
SELECT * FROM deeply FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM steady,0
SELECT TOP 50 PERCENT * FROM buried SELECT * FROM father FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM wrong,0
SELECT * FROM gently FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM tube,0
SELECT TOP 3 * FROM dug WHERE race='weigh' SELECT * FROM man,0
SELECT * FROM great WHERE couple='cost' LIMIT 3,0
SELECT * FROM wind WHERE similar='read' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG(brain)FROM breathing,0
SELECT * FROM carry WHERE out NOT LIKE '[third]%',0
SELECT AVG(ready)FROM moving SELECT SUM(rays),0
SELECT AVG(bag)FROM finest SELECT SUM(mill),0
SELECT AVG(aloud) FROM clear  SELECT SUM(fear),0
SELECT COUNT(where)FROM difference,0
SELECT COUNT(run)FROM continued,0
SELECT AVG(screen)FROM song,0
SELECT * FROM position WHERE brave NOT LIKE 'promised%',0
SELECT * FROM task WHERE case LIKE '%gate%',0
SELECT * FROM improve  WHERE easier NOT LIKE '[catch]%',0
"  SELECT * FROM composed WHERE carried IN ('season', 'across', 'smaller') ",0
"  SELECT * FROM difficult WHERE away NOT IN ('square', 'immediately', 'remember') ",0
SELECT * FROM finally WHERE area IN (SELECT opposite FROM somehow),0
SELECT * FROM pilot WHERE jump  BETWEEN 10 AND 20,0
SELECT * FROM quarter WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM welcome WHERE tropical BETWEEN 'youth' AND 'kids',0
"SELECT * FROM beautiful WHERE feathers BETWEEN ""sing"" AND    ""represent""",0
SELECT * FROM mostly WHERE share NOT BETWEEN 'safe' AND 'free',0
SELECT * FROM feature WHERE forgot BETWEEN tomorrow09/01/1996forward AND chicken15/31/1996blank,0
SELECT * FROM cent WHERE raise BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT AVG(desert)FROM street SELECT SUM(bus),0
SELECT COUNT(greatly) FROM potatoes,0
SELECT COUNT(restID)FROM subject,0
SELECT AVG(Price)FROM hope,0
SELECT * FROM gentle WHERE suppose BETWEEN '1996-07-01' AND '1996-07-31',0
"  SELECT pineID AS ID, greater AS broke FROM famous",0
"  SELECT exchangeID AS ID, throat AS captain FROM put",0
"  SELECT mix AS die, porch AS [tide]  FROM earth",0
"   SELECT went, toward+ ', ' + dirty+ ' ' + mathematics+ ', ' + select AS radio  FROM is",0
SELECT worth(s)FROM facing INNER JOIN,0
"   SELECT decide,brush,gulf,trip,thick   ((guard JOIN stone ON broken.organized= solid.pressure)  INNER JOIN excitingON Orders.tried= original.sillyID)",0
SELECT carbon(s) FROM shore LEFT JOIN,0
"  SELECT force,cattle,behind FROM name LEFT JOIN Orders ON dead.faceID= did.somewhere ORDER BY chose.luck",0
